filename,dc.creator,dc.title,dc.relation.ispartof,dc.publisher,dc.date.issued,dc.description.tableofcontents,dc.subject,dc.subject.lcsh,dc.subject.nalt,dc.description,dc.language,dc.type,dc.format,dc.coverage.spatial,dc.audience
L2179,Anonymous,"Super Safety:  Food, Fun, Safety and Study for Kids After School.",Leaflet / Texas Agricultural Extension Service; no. 2179.,Texas Agricultural Extension Service,1991,,,,human health and safety|| children|| first aid||,4 pg,,article,,Texas,
L2180,Anonymous,Hassle-Free Ideas for Good Nutrition:  Parents' Guide to Responsible After-School Self Care for Children.,Leaflet / Texas Agricultural Extension Service; no. 2180.,Texas Agricultural Extension Service,1985,,,,nutrition|| food groups|| child nutrition||,4 pg,,article,,Texas,
L2181,Anonymous,"Super Snacks:  Food Fun, Safety and Study for Kids After School.",Leaflet / Texas Agricultural Extension Service; no. 2181.,Texas Agricultural Extension Service,1985,,,,children|| child nutrition|| snacks|| ,4 pg,,article,,Texas,
L2182,Anonymous,School Work and Home Work:  Parents' Guide to Responsible After-School Self Care for Children.,Leaflet / Texas Agricultural Extension Service; no. 2182.,Texas Agricultural Extension Service,1985,,homework||,,children|| education|| learning|| parenting||,4 pg,,article,,Texas,
L2183,Anonymous,"Super Study and Other Challenges:  Food, Fun, Safety and Study for Kids After School.",Leaflet / Texas Agricultural Extension Service; no. 2183.,Texas Agricultural Extension Service,1985,,homework||,,children|| education|| learning|| parenting||,4 pg,,article,,Texas,
L2184,Anonymous,Television and Other Alternatives:  Parents' Guide to Responsible After-School Self Care for Children.,Leaflet / Texas Agricultural Extension Service; no. 2184.,Texas Agricultural Extension Service,1985,,,,television|| parenting|| children||,4 pg,,article,,Texas,
L2185,Anonymous,"Super Fun:  Food, Fun, Safety and Study for Kids After School.",Leaflet / Texas Agricultural Extension Service; no. 2185.,Texas Agricultural Extension Service,1985,,,,television|| parenting|| children||,4 pg,,article,,Texas,
L2186,Anonymous,Microcomputer Software for Farmers and Ranchers.,Leaflet / Texas Agricultural Extension Service; no. 2186.,Texas Agricultural Extension Service,1985,,,,computer software|| ,2 pg,,article,,Texas,
L2187,"Grooms, Randall D.",Grass Tetany.,Leaflet / Texas Agricultural Extension Service; no. 2187.,Texas Agricultural Extension Service,1985,,,,grass tetany|| signs and symptoms (animals and humans)||,2 pg,,article,,Texas,
L2194,"Sweeten, John M.",Caged Layer Manure Management.,Leaflet / Texas Agricultural Extension Service; no. 2194.,Texas Agricultural Extension Service,1986,,,,animal manure management|| waste lagoons|| liquid manure|| ,4 pg,,article,,Texas,
L2195,"Taylor, Gregory S.",Financing Local Government in Texas:  Sources of Municipal Government Revenue 1977-1982.,Leaflet / Texas Agricultural Extension Service; no. 2195.,Texas Agricultural Extension Service,1986,,,,finance|| local government|| ,4 pg,,article,,Texas,
L2197,"Boleman, Larry L.",A Management Calendar for Spring Calving.,Leaflet / Texas Agricultural Extension Service; no. 2197.,Texas Agricultural Extension Service,1987,,,,calving|| planning|| spring||,6 pg,,article,,Texas,
L2198,"Boleman, Larry L.",A Management Calendar for Fall Calving.,Leaflet / Texas Agricultural Extension Service; no. 2198.,Texas Agricultural Extension Service,1987,,,,calving|| planning|| autumn||,6 pg,,article,,Texas,
L2199,"Menges, Terry|| Patten, Kim",Keys to Profitable Rabbiteye Blueberry Production in Texas.,Leaflet / Texas Agricultural Extension Service; no. 2199.,Texas Agricultural Extension Service,1986,,,,blueberries|| crop production|| site preparation|| irrigation|| ,4 pg,,article,,Texas,
L2202,"Bade, David",Selection of a Grass Variety.,Leaflet / Texas Agricultural Extension Service; no. 2202.,Texas Agricultural Extension Service,1986,,,,grasses|| varieties||,4 pg,,article,,Texas,
L2204,"Dorsett, Donald J.",Adapted Grasses for Texas Pastures.,Leaflet / Texas Agricultural Extension Service; no. 2204.,Texas Agricultural Extension Service,1986,,,,grasses|| varieties|| plant adaptation|| pasture plants||,2 pg,,article,,Texas,
L2205,"Dorsett, Donald J.",Forage Species for Texas.,Leaflet / Texas Agricultural Extension Service; no. 2205.,Texas Agricultural Extension Service,1986,,,,forage|| varieties|| ,4 pg,,article,,Texas,
L2206,"Dorsett, Donald J.",Fertilization Effects on Grazing and Haying Operations.,Leaflet / Texas Agricultural Extension Service; no. 2206.,Texas Agricultural Extension Service,1986,,,,fertilizer application|| grazing|| hay|| ,2 pg,,article,,Texas,
L2207,"Bade, David",Fertilization of Improved Pastures.,Leaflet / Texas Agricultural Extension Service; no. 2207.,Texas Agricultural Extension Service,1986,,,,fertilizer application|| pastures||,4 pg,,article,,Texas,
L2208,"McGrann, James M.",Microcomputer Selection and Uses in Beef Cattle Management.,Leaflet / Texas Agricultural Extension Service; no. 2208.,Texas Agricultural Extension Service,1986,,,,computers|| beef cattle|| microcomputers||,4 pg,,article,,Texas,
L2208,"McGrann, James M.",Microcomputer Selection and Uses in Beef Cattle Management.,Leaflet / Texas Agricultural Extension Service; no. 2208.,Texas Agricultural Extension Service,1995,,,,computers|| beef cattle|| microcomputers||,4 pg,,article,,Texas,
L2209,"Pratt, J. Neal|| Dorsett, Donald J.|| Lovelace, Dale A.",Forage Legumes for Texas.,Leaflet / Texas Agricultural Extension Service; no. 2209.,Texas Agricultural Extension Service,1986,,,,forage legumes|| varieties||,2 pg,,article,,Texas,
L2210,"Pratt, J. N.|| Gass, W. B.|| Pennington, H. D.",Fertilizing Summer Perennial Pastures.,Leaflet / Texas Agricultural Extension Service; no. 2210.,Texas Agricultural Extension Service,1987,,,,pastures|| summer|| fertilizer application||,4 pg,,article,,Texas,
L2212,"McGrann, James M.",Partial Budget for Beef Cattle Management.,Leaflet / Texas Agricultural Extension Service; no. 2212.,Texas Agricultural Extension Service,1990,,,,beef cattle|| farm budgets|| costs and returns||,2 pg,,article,,Texas,
L2218,"New, L. Leon",Pumping Plant Efficiency and Irrigation Costs.,Leaflet / Texas Agricultural Extension Service; no. 2218.,Texas Agricultural Extension Service,1986,,,,energy efficiency|| irrigation|| pumps||,4 pg,,article,,Texas,
L2219,"New, L. Leon",Center Pivot Irrigation Systems.,Leaflet / Texas Agricultural Extension Service; no. 2219.,Texas Agricultural Extension Service,1986,,,,irrigation|| irrigation management|| irrigation systems|| center pivot irrigation||,4 pg,,article,,Texas,
L2220,"Henggeler, Joseph C.|| Sweeten, John M.|| Keese, C. Wayne",Surge Flow Irrigation.,Leaflet / Texas Agricultural Extension Service; no. 2220.,Texas Agricultural Extension Service,1986,,,,irrigation|| irrigation management|| irrigation systems|| surge irrigation||,4 pg,,article,,Texas,
L2224,"Lippke, Lawrence A.",Accounting Systems for Farms and Ranches.,Leaflet / Texas Agricultural Extension Service; no. 2224.,Texas Agricultural Extension Service,1986,,,,accounting|| farm records|| ,4 pg,,article,,Texas,
L2225,"Davis, Ernest E.",Beef Cattle Marketing Alternatives.,Leaflet / Texas Agricultural Extension Service; no. 2225.,Texas Agricultural Extension Service,1986,,,,beef cattle|| marketing||,4 pg,,article,,Texas,
L2226,"Rothe, Joe M.|| Gilmartin, John A.",Procedure for Requesting an Opinion from the Attorney General.,Leaflet / Texas Agricultural Extension Service; no. 2226.,Texas Agricultural Extension Service,1986,,officials|| attorney general||,,government|| legal practices and procedures||,2 pg,,article,,Texas,
L2228,Anonymous,Enjoy Vegetables.,Leaflet / Texas Agricultural Extension Service; no. 2228.,Texas Agricultural Extension Service,1986,,,,vegetables|| meal planning|| cooking||,5 pg,,article,,Texas,
L2229,Anonymous,Enjoy Fruits.,Leaflet / Texas Agricultural Extension Service; no. 2229.,Texas Agricultural Extension Service,1986,,,,fruits (food)|| meal planning|| cooking||,5 pg,,article,,Texas,
L2230,Anonymous,Enjoy Legumes.,Leaflet / Texas Agricultural Extension Service; no. 2230.,Texas Agricultural Extension Service,1986,,,,legumes|| meal planning|| cooking||,5 pg,,article,,Texas,
L2231,Anonymous,Using Less.,Leaflet / Texas Agricultural Extension Service; no. 2231.,Texas Agricultural Extension Service,1986,,,,sugars|| sodium|| dietary minerals|| meal planning||,5 pg,,article,,Texas,
L2232,Anonymous,Clothing Tags and Tips.,Leaflet / Texas Agricultural Extension Service; no. 2232.,Texas Agricultural Extension Service,1987,,,,clothing construction|| fabrics|| clothing|| ,4 pg,,article,,Texas,
L2233,"Lawhorn, Bruce",Potomac Horse Fever in Texas.,Leaflet / Texas Agricultural Extension Service; no. 2233.,Texas Agricultural Extension Service,1987,,,,Potomac horse fever|| disease control||,4 pg,,article,,Texas,
L2234,"Walterscheidt, Michael J.|| Weaver, Dave N.",Weed Control in Windbreaks.,Leaflet / Texas Agricultural Extension Service; no. 2234.,Texas Agricultural Extension Service,1987,,,,weed control|| windbreaks|| herbicides||,2 pg,,article,,Texas,
L2235,Anonymous,Child Care:  A Family Day Home Care Provider Program.,Leaflet / Texas Agricultural Extension Service; no. 2235.,Texas Agricultural Extension Service,1987,,,,child care|| extension programs||,4 pg,,article,,Texas,
L2236,Anonymous,Provider's Study Report:  A Family Day Home Care Provider Program.,Leaflet / Texas Agricultural Extension Service; no. 2236.,Texas Agricultural Extension Service,1987,,,,child care|| extension programs|| case studies||,4 pg,,article,,Texas,
L2237,"Stayton, Charles L.|| Robinson, James V.|| Hamman, Philip J.",Log Home Construction and Maintenance.,Leaflet / Texas Agricultural Extension Service; no. 2237.,Texas Agricultural Extension Service,1987,,,,energy efficiency|| logs|| homes and home furnishings|| termite control||,6 pg,,article,,Texas,
L2238,"Lock, Joe T.",Pond Fertilization.,Leaflet / Texas Agricultural Extension Service; no. 2238.,Texas Agricultural Extension Service,1987,,,,ponds|| ponding (water management)|| fertilizer application||,4 pg,,article,,Texas,
L2239,"Longbrake, Tom",Garlic Production in Texas.,Leaflet / Texas Agricultural Extension Service; no. 2239.,Texas Agricultural Extension Service,1987,,,,garlic|| crop production|| fertilizer application|| irrigation|| weed control||,2 pg,,article,,Texas,
L2241,"Stichler, Charles|| Allen, Charles T.|| Metzer, Robert|| Anderson, Carl",Pima Cotton Production Guide.,Leaflet / Texas Agricultural Extension Service; no. 2241.,Texas Agricultural Extension Service,1987,,,,crop production|| cotton|| insect control|| harvesting|| marketing|| ,4 pg,,article,,Texas,
L2244,"Stebbins, Don",Developing Your Local Economy:  Business Incubators.,Leaflet / Texas Agricultural Extension Service; no. 2244.,Texas Agricultural Extension Service,1987,,,,business development|| economic development|| community development||,4 pg,,article,,Texas,
L2245,"Taylor, Gregory S.",Understanding Your Local Economy:  Focus on Agriculture.,Leaflet / Texas Agricultural Extension Service; no. 2245.,Texas Agricultural Extension Service,1987,,,,business development|| economic development|| community development|| agriculture||,2 pg,,article,,Texas,
L2246,"Taylor, Gregory S.",Developing Your Local Economy:  Focus on Agriculture.,Leaflet / Texas Agricultural Extension Service; no. 2246.,Texas Agricultural Extension Service,1987,,,,business development|| economic development|| community development|| agriculture||,2 pg,,article,,Texas,
L2247,Anonymous,Dietary Guidelines for Americans:  Eat a Variety of Foods.,Leaflet / Texas Agricultural Extension Service; no. 2247.,Texas Agricultural Extension Service,1987,,,,Dietary Guidelines|| dietary recommendations|| nutrients|| ,4 pg,,article,,Texas,
L2248,Anonymous,Dietary Guidelines for Americans:  Maintain Desirable Weight.,Leaflet / Texas Agricultural Extension Service; no. 2248.,Texas Agricultural Extension Service,1987,,,,Dietary Guidelines|| dietary recommendations|| nutrients|| weight control||,4 pg,,article,,Texas,
L2249,Anonymous,"Dietary Guidelines for Americans:  Avoid too Much Fat, Saturated Fat, and Cholestrol.",Leaflet / Texas Agricultural Extension Service; no. 2249.,Texas Agricultural Extension Service,1987,,,,Dietary Guidelines|| dietary recommendations|| lipids|| cholesterol|| nutrition labeling||,4 pg,,article,,Texas,
L2250,Anonymous,Dietary Guidelines for Americans: Eat Foods with Adequate Starch and Fiber.,Leaflet / Texas Agricultural Extension Service; no. 2250.,Texas Agricultural Extension Service,1987,,,,Dietary Guidelines|| dietary recommendations|| starch|| dietary fiber||,4 pg,,article,,Texas,
L2251,Anonymous,Dietary Guidelines for Americans:  Avoid too Much Sugar.,Leaflet / Texas Agricultural Extension Service; no. 2251.,Texas Agricultural Extension Service,1987,,,,Dietary Guidelines|| dietary recommendations|| sugars||,4 pg,,article,,Texas,
L2252,Anonymous,Dietary Guidelines for Americans:  Avoid too Much Sodium.,Leaflet / Texas Agricultural Extension Service; no. 2252.,Texas Agricultural Extension Service,1987,,,,Dietary Guidelines|| dietary recommendations|| sodium||,4 pg,,article,,Texas,
L2253,"Weaver, Dave N.|| Bade, David H.|| Reeves, Jr. Sim A.|| Palmer, Rupert D.",Common Weeds in Texas Pastures.,Leaflet / Texas Agricultural Extension Service; no. 2253.,Texas Agricultural Extension Service,1988,,,,weeds|| pastures|| ,1 pg,,article,,Texas,
L2254,"Weaver, Dave N.|| Palmer, Rupert D.",Common Weeds in Corn and Sorghum.,Leaflet / Texas Agricultural Extension Service; no. 2254.,Texas Agricultural Extension Service,1988,,,,weeds|| grain sorghum|| corn||,1 pg,,article,,Texas,
L2255,"Owens, Peggy",Housing Choices in Later Life.,Leaflet / Texas Agricultural Extension Service; no. 2255.,Texas Agricultural Extension Service,1987,,,,homes and home furnishings|| housing|| elderly||,4 pg,,article,,Texas,
L2256,"Quiring, Susan M.",Package Your Home to Sell.,Leaflet / Texas Agricultural Extension Service; no. 2256.,Texas Agricultural Extension Service,1987,,real estate||,,homes and home furnishings|| ,4 pg,,article,,Texas,
L2257,"Stebbins, Don|| Whitehorn, Norman",Developing Your Local Economy:  Consumer Opinion Survey Using Consumer Panels.,Leaflet / Texas Agricultural Extension Service; no. 2257.,Texas Agricultural Extension Service,1987,,,,economic development|| consumer surveys|| community development||,6 pg,,article,,Texas,
L2258,Anonymous,Child Care:  A Family Day Home Care Provider Program.,Leaflet / Texas Agricultural Extension Service; no. 2258.,Texas Agricultural Extension Service,1987,,,,child care|| extension programs||,5 pg,,article,,Texas,
L2259,"Gilmartin, John A.|| Rothe, Joe M.",Points of County Law.,Leaflet / Texas Agricultural Extension Service; no. 2259.,Texas Agricultural Extension Service,1987,,,,laws and regulations|| administrative of justice|| courts||,2 pg,,article,,Texas,
L2260,"Lippke, Lawrence A.",Considerations in Enterprise Diversification.,Leaflet / Texas Agricultural Extension Service; no. 2260.,Texas Agricultural Extension Service,1987,,,,business development|| business enterprises||,4 pg,,article,,Texas,
L2262,"Withers, Jr., Richard E.",Aeration of Stored Grain.,Leaflet / Texas Agricultural Extension Service; no. 2262.,Texas Agricultural Extension Service,1987,,,,aeration|| grain storage facilities|| grains|| ,4 pg,,article,,Texas,
L2265,"Granovsky, Nancy L.",Financial Planning for College.,Leaflet / Texas Agricultural Extension Service; no. 2265.,Texas Agricultural Extension Service,1988,,,,family resource management|| universities||,4 pg,,article,,Texas,
L2267,"Crenshaw, W. Elmo|| Lawhorn, Bruce",Tick-Borne Diseases of the Dog.,Leaflet / Texas Agricultural Extension Service; no. 2267.,Texas Agricultural Extension Service,1988,,,,ticks|| tick-borne diseases|| dogs||,7 pg,,article,,Texas,
L2270,"Heussner, Mary Ann",Interpreting Your Health Risk Appraisal Printout.,Leaflet / Texas Agricultural Extension Service; no. 2270.,Texas Agricultural Extension Service,1988,,,,human health and safety|| risk assessment|| ,2 pg,,article,,Texas,
L2271,"Heussner, Mary Ann",Computerized Health Risk Appraisal Inventory.,Leaflet / Texas Agricultural Extension Service; no. 2271.,Texas Agricultural Extension Service,1988,,,,human health and safety|| risk assessment|| ,4 pg,,article,,Texas,
L2275,"Stebbins, Don",Understanding Your Local Economy:  Estimating Community Income Multipliers.,Leaflet / Texas Agricultural Extension Service; no. 2275.,Texas Agricultural Extension Service,1988,,income multipliers||,,community development|| economic development|| income||,4 pg,,article,,Texas,
L2277,"Quiring, Susan M.",Hard Water--To Soften or Not to Soften.,Leaflet / Texas Agricultural Extension Service; no. 2277.,Texas Agricultural Extension Service,1988,,,,water hardness|| water quality|| ,4 pg,,article,,Texas,
L2279,"Beard, Ann V.|| Quiring, Susan M.",Home Water Quality Problems--Causes and Treatments.,Leaflet / Texas Agricultural Extension Service; no. 2279.,Texas Agricultural Extension Service,1988,,,,water quality|| water treatment||,2 pg,,article,,Texas,
L2281,"Thornberry, Fredrick D.",Ostrich Production.,Leaflet / Texas Agricultural Extension Service; no. 2281.,Texas Agricultural Extension Service,1988,,,,ostriches|| animal production|| brood rearing|| ,4 pg,,article,,Texas,
L2283,"Cook, Raymond W.",Salmonellosis.,Leaflet / Texas Agricultural Extension Service; no. 2283.,Texas Agricultural Extension Service,1988,,,,salmonellosis|| food safety||,5 pg,,article,,Texas,
L2284,"Quiring, Susan M.",Tax Considerations on the Sale of Your Home.,Leaflet / Texas Agricultural Extension Service; no. 2284.,Texas Agricultural Extension Service,1988,,real estate|| ,,taxes|| property tax||,4 pg,,article,,Texas,
L2285,"Fonseca, Alma",Clothing for Fitness:  Running and Walking.,Leaflet / Texas Agricultural Extension Service; no. 2285.,Texas Agricultural Extension Service,1988,,,,clothing selection|| exercise|| ,4 pg,,article,,Texas,
L2286,"Sauls, Julian W.",Texas Citrus:  The Texas Citrus Industry.,Leaflet / Texas Agricultural Extension Service; no. 2286.,Texas Agricultural Extension Service,1988,,,,citrus|| postharvest treatment||,2 pg,,article,,Texas,
L2287,"Sauls, Julian W.",Texas Citrus:  Cold Protection.,Leaflet / Texas Agricultural Extension Service; no. 2287.,Texas Agricultural Extension Service,1988,,,,citrus|| cold|| ,2 pg,,article,,Texas,
L2288,"Sauls, Julian W.|| Pennington, Dale",Texas Citrus:  Nutrition and Fertilization.,Leaflet / Texas Agricultural Extension Service; no. 2288.,Texas Agricultural Extension Service,1988,,,,citrus|| nutrition|| fertilizer application||,2 pg,,article,,Texas,
L2290,"Denton, J. H.|| Mellor, D. B.",Cost and Yield Comparisons of Ready-to-Cook Chicken Products.,Leaflet / Texas Agricultural Extension Service; no. 2290.,Texas Agricultural Extension Service,1988,,,,costs and returns|| poultry production|| ready-to-cook foods||,4 pg,,article,,Texas,
L2292,"Wagner, Alfred B.|| Sauls, Julian W.",Texas Citrus:  Packingline Operations.,Leaflet / Texas Agricultural Extension Service; no. 2292.,Texas Agricultural Extension Service,1988,,packingline operations||,,citrus|| postharvest treatment|| fungicides|| ,4 pg,,article,,Texas,
L2293,"Valco, Thomas D.|| O'Neal, Henry",Texas Citrus:  Orchard Spraying.,Leaflet / Texas Agricultural Extension Service; no. 2293.,Texas Agricultural Extension Service,1988,,,,citrus|| orchards|| spraying||,4 pg,,article,,Texas,
L2294,"Wagner, Alfred B.|| Sauls, Julian W.",Texas Citrus:  Harvesting and Pre-pack Handling.,Leaflet / Texas Agricultural Extension Service; no. 2294.,Texas Agricultural Extension Service,1988,,,,citrus|| harvesting|| postharvest treatment||,4 pg,,article,,Texas,
L2297,"Supak, James R.",Water Management Strategies for Cotton.,Leaflet / Texas Agricultural Extension Service; no. 2297.,Texas Agricultural Extension Service,1988,,,,water management|| cotton|| irrigation||,4 pg,,article,,Texas,
L2298,"Sweeten, John M.",Crop Water Management for the High Plains.,Leaflet / Texas Agricultural Extension Service; no. 2298.,Texas Agricultural Extension Service,1988,,,,water management|| irrigation|| High Plains (United States)||,4 pg,,article,,Texas,
L2299,"Henggeler, Joseph C.",Managing Pecan Orchards with Limited Water Supplies.,Leaflet / Texas Agricultural Extension Service; no. 2299.,Texas Agricultural Extension Service,1988,,,,pecans|| orchards|| water management|| ,4 pg,,article,,Texas,
L2300,"Bloom, Andrew S.|| Tomaszewski, M. A.",Mastitis Control and Somatic Cell Counts.,Leaflet / Texas Agricultural Extension Service; no. 2300.,Texas Agricultural Extension Service,1988,,,,bovine mastitis|| somatic cell counts|| herd health,6 pg,,article,,Texas,
L2301,"Weaver, Dave N.|| Palmer, Rupert D.",Common Weeds in Texas Cotton.,Leaflet / Texas Agricultural Extension Service; no. 2301.,Texas Agricultural Extension Service,1989,,,,weed control|| cotton||,4 pg,,article,,Texas,
L2302,"Weaver, Dave N.|| Palmer, Rupert D.|| Supak, James R.",Weeds in West Texas Cotton.,Leaflet / Texas Agricultural Extension Service; no. 2302.,Texas Agricultural Extension Service,1989,,,,weed control|| cotton||,4 pg,,article,,Texas,
L2303,"Parsons, Jerry|| Stein, Larry|| Longbrake, Tom|| Cotner, Sam|| Johnson, Jerral",Seedless Watermelon Production.,Leaflet / Texas Agricultural Extension Service; no. 2303.,Texas Agricultural Extension Service,1988,,,,watermelons|| seedless varieties|| crop production|| weed control|| insect control|| fertilizer application|| harvesting||,8 pg,,article,,Texas,
L2304,"Sauls, Julian W.",Texas Citrus Rootstock and Scion Varieties.,Leaflet / Texas Agricultural Extension Service; no. 2304.,Texas Agricultural Extension Service,1988,,,,citrus|| rootstock-scion relationships|| rootstocks|| scions||,4 pg,,article,,Texas,
L2305,"Sauls, Julian W.",Texas Citrus Nursery Production.,Leaflet / Texas Agricultural Extension Service; no. 2305.,Texas Agricultural Extension Service,1988,,,,citrus|| nursery crops|| plant nurseries||,4 pg,,article,,Texas,
L2306,"Sauls, Julian W.",Texas Citrus Orchard Establishment.,Leaflet / Texas Agricultural Extension Service; no. 2306.,Texas Agricultural Extension Service,1988,,,,citrus|| orchards|| site preparation|| plant cultural practices||,4 pg,,article,,Texas,
L2307,"Sauls, Julian W.",Texas Citrus Water Management.,Leaflet / Texas Agricultural Extension Service; no. 2307.,Texas Agricultural Extension Service,1988,,,,citrus|| water management|| irrigation||,4 pg,,article,,Texas,
L2308,"Sauls, Julian W.",Texas Citrus Pruning Citrus.,Leaflet / Texas Agricultural Extension Service; no. 2308.,Texas Agricultural Extension Service,1988,,,,citrus|| pruning|| ,2 pg,,article,,Texas,
L2309,"Cartwright, B.|| Browning, H. W.",Texas Citrus Mites:  Description and Biology.,Leaflet / Texas Agricultural Extension Service; no. 2309.,Texas Agricultural Extension Service,1988,,,,citrus|| mites|| ,4 pg,,article,,Texas,
L2310,"Cartwright, B.|| Browning, H. W.",Texas Citrus Scales.,Leaflet / Texas Agricultural Extension Service; no. 2310.,Texas Agricultural Extension Service,1988,,,,citrus|| Coccidae|| Diaspididae||,4 pg,,article,,Texas,
L2311,"Cartwright, B.|| Browning, H. W.",Texas Citrus Mealy Bug and Whiteflies.,Leaflet / Texas Agricultural Extension Service; no. 2311.,Texas Agricultural Extension Service,1988,,,,citrus|| Pseudococcidae|| Aleyrodidae|| ,2 pg,,article,,Texas,
L2312,"Cartwright, B.|| Browning, H. W.",Texas Citrus Miscellaneous Insect and Vertebrate Pests.,Leaflet / Texas Agricultural Extension Service; no. 2312.,Texas Agricultural Extension Service,1988,,,,citrus|| insect control|| pest control|| vertebrate pests|| ,4 pg,,article,,Texas,
L2313,"Amador, Jose M.",Texas Citrus Fungal Diseases and Nematodes.,Leaflet / Texas Agricultural Extension Service; no. 2313.,Texas Agricultural Extension Service,1988,,,,citrus|| Nematoda|| fungal diseases of plants|| ,4 pg,,article,,Texas,
L2314,"Amador, Jose M.",Texas Citrus Viral Diseases.,Leaflet / Texas Agricultural Extension Service; no. 2314.,Texas Agricultural Extension Service,1988,,,,citrus|| plant viruses||,4 pg,,article,,Texas,
L2315,"Amador, Jose M.",Texas Citrus Diseases Affecting Localized Parts of Trees.,Leaflet / Texas Agricultural Extension Service; no. 2315.,Texas Agricultural Extension Service,1988,,,,citrus|| tree diseases|| ,4 pg,,article,,Texas,
L2316,"Amador, Jose M.",Texas Citrus Diseases Affecting the Fruit.,Leaflet / Texas Agricultural Extension Service; no. 2316.,Texas Agricultural Extension Service,1988,,,,citrus|| fruit diseases||,4 pg,,article,,Texas,
L2317,"Sauls, Julian W.",Texas Citrus Weed Control.,Leaflet / Texas Agricultural Extension Service; no. 2317.,Texas Agricultural Extension Service,1988,,,,citrus|| weed control|| herbicides|| control methods||,4 pg,,article,,Texas,
L2318,"Valco, Thomas D.|| Sauls, Julian W.",Texas Citrus Orchard Herbicide Application Guide.,Leaflet / Texas Agricultural Extension Service; no. 2318.,Texas Agricultural Extension Service,1988,,,,citrus|| herbicides|| orchards|| pesticide application||,4 pg,,article,,Texas,
L2319,"Taylor, Merritt J.","Texas Citrus Production, Utilization and Demand.",Leaflet / Texas Agricultural Extension Service; no. 2319.,Texas Agricultural Extension Service,1988,,,,citrus|| crop production|| product utilization|| demand||,4 pg,,article,,Texas,
L2320,"Taylor, Merritt J.",Texas Citrus Marketing Regulations.,Leaflet / Texas Agricultural Extension Service; no. 2320.,Texas Agricultural Extension Service,1988,,,,citrus|| food marketing|| market regulations||,4 pg,,article,,Texas,
L2320,"Taylor, Merritt|| Hall, Charles|| Molina, Gustavo",Texas Citrus Marketing Regulations.,Leaflet / Texas Agricultural Extension Service; no. 2320.,Texas Agricultural Extension Service,1994,,,,citrus|| food marketing|| market regulations||,4 pg,,article,,Texas,
L2321,"Taylor, Merritt J.",Texas Citrus Young Grapefruit Orchard Production Costs and Returns--Years 4 to 7.,Leaflet / Texas Agricultural Extension Service; no. 2321.,Texas Agricultural Extension Service,1994,,,,citrus|| orchards|| costs and returns||,4 pg,,article,,Texas,
L2322,"Taylor, Merritt J.|| Pena, Jose G.|| Teague, Paul",Texas Citrus Mature Orchard Production Costs and Returns--Years 8 to 10+.,Leaflet / Texas Agricultural Extension Service; no. 2322.,Texas Agricultural Extension Service,1988,,,,citrus|| orchards|| costs and returns||,4 pg,,article,,Texas,
L2322,"Taylor, Merritt J.",Texas Citrus Mature Grapefruit Orchard Production Costs and Returns--8 to 10.,Leaflet / Texas Agricultural Extension Service; no. 2322.,Texas Agricultural Extension Service,1994,,,,citrus|| orchards|| costs and returns||,4 pg,,article,,Texas,
L2323,"Taylor, Merritt J.",Texas Citrus Grower Market Outlets.,Leaflet / Texas Agricultural Extension Service; no. 2323.,Texas Agricultural Extension Service,1988,,,,citrus|| growers|| distribution (economics)|| marketing||,4 pg,,article,,Texas,
L2324,"Taylor, Merritt J.",Texas Citrus Market Promotion.,Leaflet / Texas Agricultural Extension Service; no. 2324.,Texas Agricultural Extension Service,1988,,,,citrus|| marketing|| ,2 pg,,article,,Texas,
L2324,"Taylor, Merritt|| Hall, Charles|| Molina, Gustavo",Texas Citrus Market Promotion.,Leaflet / Texas Agricultural Extension Service; no. 2324.,Texas Agricultural Extension Service,1994,,,,citrus|| marketing|| ,2 pg,,article,,Texas,
L2325,"Browning, H. W.|| Cartwright, B.",Texas Citrus Insecticide and Miticide Guide.,Leaflet / Texas Agricultural Extension Service; no. 2325.,Texas Agricultural Extension Service,1988,,,,citrus|| insecticides|| acaricides|| spraying||,4 pg,,article,,Texas,
L2326,"Smith, L.|| Browning, H. W.|| Cartwright, B.",Texas Citrus Concepts of Pest Management.,Leaflet / Texas Agricultural Extension Service; no. 2326.,Texas Agricultural Extension Service,1988,,,,citrus|| pest control|| control methods|| ,4 pg,,article,,Texas,
L2327,"Taylor, Merritt J.|| Pena, Jose G.|| Teague, Paul",Texas Citrus Orchard Establishment Costs.,Leaflet / Texas Agricultural Extension Service; no. 2327.,Texas Agricultural Extension Service,1988,,,,citrus|| orchards|| costs and returns||,4 pg,,article,,Texas,
L2327,"Taylor, Merritt J.",Texas Citrus Grapefruit Orchard Establishment Costs--Years 1 to 3.,Leaflet / Texas Agricultural Extension Service; no. 2327.,Texas Agricultural Extension Service,1994,,,,citrus|| orchards|| costs and returns||,4 pg,,article,,Texas,
L2328,"Smith, Leon|| Amador, Jose M.",Texas Citrus Disease Management.,Leaflet / Texas Agricultural Extension Service; no. 2328.,Texas Agricultural Extension Service,1988,,,,citrus|| disease control|| plant diseases and disorders||,4 pg,,article,,Texas,
L2328,"Isakeit, Thomas",Texas Citrus Disease Management.,Leaflet / Texas Agricultural Extension Service; no. 2328.,Texas Agricultural Extension Service,1994,,,,citrus|| disease control|| plant diseases and disorders||,4 pg,,article,,Texas,
